taxa	LA-MOC-Lung-1_S1_L001	LA-MOC-Lung-1_S1_L002	LA-MOC-Lung-2_S2_L001	LA-MOC-Lung-2_S2_L002	LA-MOC-Lung-3_S3_L001	LA-MOC-Lung-3_S3_L002	LA-MOC-Lung-4_S4_L001	LA-MOC-Lung-4_S4_L002	LA-MOC-Lung-5_S5_L001	LA-MOC-Lung-5_S5_L002	LA-MOC-Tongue-1_S16_L001	LA-MOC-Tongue-1_S16_L002	LA-MOC-Tongue-2_S17_L001	LA-MOC-Tongue-2_S17_L002	LA-MOC-Tongue-3_S18_L001	LA-MOC-Tongue-3_S18_L002	LA-MOC-Tongue-4_S19_L001	LA-MOC-Tongue-4_S19_L002	LA-MOC-Tongue-5_S20_L001	LA-MOC-Tongue-5_S20_L002	PBS-Lung-1_S6_L001	PBS-Lung-1_S6_L002	PBS-Lung-2_S7_L001	PBS-Lung-2_S7_L002	PBS-Lung-3_S8_L001	PBS-Lung-3_S8_L002	PBS-Lung-4_S9_L001	PBS-Lung-4_S9_L002	PBS-Lung-5_S10_L001	PBS-Lung-5_S10_L002	PBS-Tongue-1_S21_L001	PBS-Tongue-1_S21_L002	PBS-Tongue-2_S22_L001	PBS-Tongue-2_S22_L002	PBS-Tongue-3_S23_L001	PBS-Tongue-3_S23_L002	PBS-Tongue-4_S24_L001	PBS-Tongue-4_S24_L002	PBS-Tongue-5_S25_L001	PBS-Tongue-5_S25_L002	pm-1-24hr_S35_L001	pm-1-24hr_S35_L002	pm-2-24hr_S36_L001	pm-2-24hr_S36_L002	pm-over-s-24hr_S51_L001	pm-over-s-24hr_S51_L002	pm-over-vp-24hr_S46_L001	pm-over-vp-24hr_S46_L002	pm-split-s-24hr_S48_L001	pm-split-s-24hr_S48_L002	pm-split-vp-24hr_S43_L001	pm-split-vp-24hr_S43_L002	s-1-24hr_S31_L001	s-1-24hr_S31_L002	s-2-24hr_S32_L001	s-2-24hr_S32_L002	s-mid-over-pm-24hr_S50_L001	s-mid-over-pm-24hr_S50_L002	s-over-pm-24hr_S49_L001	s-over-pm-24hr_S49_L002	s-over-vp-24hr_S41_L001	s-over-vp-24hr_S41_L002	s-split-pm-24hr_S47_L001	s-split-pm-24hr_S47_L002	s-split-vp-24hr_S38_L001	s-split-vp-24hr_S38_L002	UA-MOC-Lung-1_S11_L001	UA-MOC-Lung-1_S11_L002	UA-MOC-Lung-2_S12_L001	UA-MOC-Lung-2_S12_L002	UA-MOC-Lung-3_S13_L001	UA-MOC-Lung-3_S13_L002	UA-MOC-Lung-4_S14_L001	UA-MOC-Lung-4_S14_L002	UA-MOC-Lung-5_S15_L001	UA-MOC-Lung-5_S15_L002	UA-MOC-Tongue-1_S26_L001	UA-MOC-Tongue-1_S26_L002	UA-MOC-Tongue-2_S27_L001	UA-MOC-Tongue-2_S27_L002	UA-MOC-Tongue-3_S28_L001	UA-MOC-Tongue-3_S28_L002	UA-MOC-Tongue-4_S29_L001	UA-MOC-Tongue-4_S29_L002	UA-MOC-Tongue-5_S30_L001	UA-MOC-Tongue-5_S30_L002	vp-1-24hr_S33_L001	vp-1-24hr_S33_L002	vp-2-24hr_S34_L001	vp-2-24hr_S34_L002	vp-mid-over-pm-24hr_S45_L001	vp-mid-over-pm-24hr_S45_L002	vp-mid-over-s-24hr_S40_L001	vp-mid-over-s-24hr_S40_L002	vp-over-pm-24hr_S44_L001	vp-over-pm-24hr_S44_L002	vp-over-s-24hr_S39_L001	vp-over-s-24hr_S39_L002	vp-split-pm-24hr_S42_L001	vp-split-pm-24hr_S42_L002	vp-split-s-24hr_S37_L001	vp-split-s-24hr_S37_L002
Nocardioides aromaticivorans	1	0	0	0	0	0	0	0	0	0	10	20	18	15	13	7	0	0	8	18	0	0	0	0	0	0	2	0	0	0	79	66	0	0	53	33	12	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	56	51	102	78	2	11	8	7	44	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium argentinense	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	4	0	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus acetotolerans	1	1	2	0	3	0	1	1	1	2	11	12	26	24	12	14	49	29	27	15	0	3	4	4	0	3	3	2	7	4	9	10	26	26	8	6	7	10	21	24	0	0	0	0	0	0	0	0	0	0	0	0	2	2	4	0	1	1	0	1	3	3	0	0	0	2	3	1	5	3	3	3	1	1	3	4	38	42	21	23	20	23	11	11	5	6	0	0	1	1	0	0	0	1	0	0	1	1	0	0	0	0
Streptomyces venezuelae	25	22	1	4	14	18	13	18	23	27	12	7	14	19	10	10	19	14	13	10	13	15	26	16	16	19	61	53	50	38	17	15	22	16	22	15	3	11	10	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	35	33	36	35	23	22	23	20	19	14	25	26	15	14	15	23	10	16	11	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Archangium violaceum	5	4	1	3	1	4	10	5	5	1	10	14	11	29	14	5	22	14	13	12	1	3	1	5	6	3	5	14	17	11	5	12	20	16	7	9	7	6	19	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	11	6	9	10	6	4	8	7	0	2	28	21	15	7	20	20	16	11	7	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Burkholderia sp. PAMC 28687	2	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	1	0	2	4	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myxococcus stipitatus	4	5	1	1	2	5	1	2	6	3	0	2	6	11	3	1	2	1	2	1	0	0	0	3	0	0	4	9	4	6	0	0	2	7	3	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	4	4	2	4	5	5	1	3	1	6	3	5	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phytophthora ramorum	17	18	1	2	10	8	31	10	24	17	24	29	39	53	25	20	30	29	37	29	14	13	15	16	16	15	51	56	47	66	36	28	59	47	18	23	17	18	19	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	34	28	38	27	24	22	29	27	22	42	52	12	36	40	34	23	30	17	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Variovorax sp. RA8	3	0	1	0	1	0	1	0	1	0	0	0	1	2	3	0	0	0	0	1	0	1	1	0	0	0	1	0	2	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rickettsia endosymbiont of Oedothorax gibbosus	6	11	1	2	9	16	3	3	9	6	4	1	1	1	2	0	0	1	0	2	5	2	2	3	9	10	7	13	11	14	3	0	1	1	0	1	0	2	1	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	5	0	0	0	0	0	0	2	0	0	2	2	13	9	10	13	2	8	6	9	8	8	0	0	2	1	0	2	0	0	1	1	1	2	0	4	2	0	0	2	0	1	4	2	0	0	1	0
Duck atadenovirus A	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candida albicans	12	7	2	1	4	2	6	3	9	6	15	8	14	13	8	7	10	16	6	8	5	10	12	7	8	8	15	22	13	18	9	10	7	8	5	6	3	2	10	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	10	15	13	4	9	14	10	12	13	20	13	15	17	11	17	5	7	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nocardioides ungokensis	2	1	0	0	0	1	1	1	3	0	3	1	5	0	0	3	3	0	1	0	0	0	1	1	0	0	2	2	1	3	1	0	2	5	3	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	3	2	3	0	0	1	3	1	5	3	0	3	1	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lophuromys jeilongvirus 2	1	0	0	0	1	1	0	0	0	1	0	2	1	0	1	0	0	0	0	2	0	1	0	1	1	0	2	0	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingobium herbicidovorans	6	0	2	0	0	0	0	3	1	1	2	7	7	8	3	18	5	2	20	0	1	1	1	0	2	1	2	5	1	6	7	8	0	9	1	5	0	0	16	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	3	2	7	1	0	0	1	1	25	4	1	3	8	1	1	1	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas oryzae	1	0	0	0	0	0	3	0	0	0	0	1	0	1	2	2	0	0	3	2	3	0	1	0	3	1	3	2	4	3	1	2	0	3	0	0	1	0	2	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	4	0	0	1	1	3	0	4	5	1	1	3	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[Candida] glabrata	28	17	4	6	17	19	20	15	29	26	34	40	58	51	20	24	41	38	23	34	14	10	19	25	27	33	87	73	77	64	34	30	57	59	17	13	20	17	32	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	53	51	52	27	19	58	37	26	31	44	51	30	35	44	38	32	30	15	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bradyrhizobium genosp. L	6	0	2	2	0	1	5	5	8	3	10	6	8	7	9	10	8	8	3	9	7	3	5	3	3	2	7	13	14	6	15	7	16	23	2	4	7	6	21	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	6	7	4	3	5	6	4	1	14	11	11	7	22	17	3	7	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Moorella sp. Hama-1	2	0	0	0	0	2	0	4	0	1	0	0	0	0	1	1	1	0	3	0	2	0	0	3	1	1	9	8	2	3	3	4	2	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	4	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ustilago maydis	2	3	1	1	4	2	2	1	5	6	0	3	3	1	3	8	4	5	2	6	4	3	6	4	5	0	18	12	6	7	7	8	1	4	2	1	0	1	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	5	5	2	4	2	7	14	2	3	7	4	4	3	3	3	3	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulforamulus ferrireducens	1	0	0	0	0	1	0	0	0	0	0	0	0	2	2	0	0	0	0	1	0	0	1	2	1	1	0	1	1	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium gordonae	3	3	0	0	4	5	2	0	2	4	6	6	2	8	10	0	6	3	14	4	2	4	1	1	5	3	23	4	3	4	11	8	2	4	4	2	4	12	7	1	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	1	0	0	0	0	0	2	0	0	1	0	1	5	8	6	0	10	1	7	6	5	9	10	9	11	5	15	1	8	8	2	0	0	1	0	0	0	1	3	0	0	4	6	0	0	0	0
Ferrimonas sp. SCSIO 43195	1	1	0	0	0	0	0	1	0	0	0	1	5	0	1	1	1	0	4	0	1	0	3	0	0	0	1	6	1	2	1	2	0	0	2	0	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	3	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptomyces sp. CB01881	1	2	0	0	0	0	2	0	1	3	0	0	1	2	1	3	1	1	2	2	0	1	1	1	1	1	3	5	3	4	0	4	2	1	1	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	3	4	2	2	3	3	3	5	0	2	1	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptomyces sp. WA6-1-16	4	1	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	3	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	1	0	1	2	1	0	1	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
Campylobacter hominis	21	36	13	12	58	47	60	42	122	98	414	472	626	688	454	428	566	375	554	656	35	45	68	85	90	92	64	46	82	110	431	416	636	709	334	269	513	402	161	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	97	71	92	68	35	48	58	63	47	35	421	569	334	421	821	675	278	288	227	280	0	0	0	0	0	0	0	0	13	0	0	4	0	0	0	0
Streptomyces sp. LRE541	1	0	0	0	0	0	1	1	0	0	0	1	0	1	1	0	1	1	0	2	0	0	2	1	0	0	2	1	2	0	4	2	1	1	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	2	1	1	0	1	1	0	1	6	1	0	0	3	1	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Roseomonas gilardii	4	1	0	0	0	0	0	0	0	3	12	11	34	19	15	11	30	23	26	16	0	0	1	2	0	0	3	0	1	2	13	9	30	30	11	6	17	12	22	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	0	0	0	0	0	0	49	40	20	21	23	19	31	28	5	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium genitalium	2	2	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	1	1	0	1	0	1	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	3	3	2	0	0	0	0	2	3	1	0	1	0
Corynebacterium jeikeium	1	1	0	0	5	5	0	0	1	1	0	1	3	3	2	1	2	1	38	36	0	0	0	0	0	5	1	0	0	0	0	2	4	10	1	3	1	2	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	8	10	2	2	1	4	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterococcus thailandicus	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chryseobacterium nepalense	7	4	2	0	10	7	5	6	16	10	3	1	1	4	2	1	4	0	1	3	11	13	11	12	12	7	37	40	43	29	2	3	1	2	0	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	24	31	26	11	12	41	26	12	16	4	5	0	0	3	4	1	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sorangium cellulosum	5	8	2	4	4	5	2	5	11	9	2	7	9	10	3	5	3	2	2	10	6	3	6	8	8	5	28	22	24	14	4	7	11	5	1	5	7	7	6	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	14	17	12	6	8	14	7	3	13	12	9	7	15	14	9	1	5	5	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Streptomyces sp. SUK 48	2	1	1	1	0	0	0	1	5	3	4	3	9	14	6	4	4	7	13	6	2	0	1	1	2	3	4	10	3	0	5	2	14	14	2	3	2	0	15	9	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	5	4	1	3	0	3	1	3	1	5	3	25	4	5	7	9	6	3	6	19	0	0	0	1	0	0	0	0	0	0	2	5	2	0	1	1
Enterococcus sp. M190262	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Beijerinckia indica	4	3	3	2	7	2	4	3	4	6	28	27	35	33	16	19	44	31	30	48	3	4	5	4	4	7	14	6	8	15	15	22	30	31	12	10	13	15	36	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	8	8	15	5	5	6	7	7	4	49	42	20	25	30	40	21	25	9	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sagittula sp. P11	1	0	0	0	0	0	2	0	1	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	1	0	1	2	5	0	3	2	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Roseomonas sp. OT10	1	1	0	0	0	0	0	5	0	2	3	0	9	5	3	0	2	2	7	5	2	1	0	1	2	0	6	5	2	1	1	0	7	10	1	4	6	1	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	3	2	4	0	2	6	4	4	3	3	1	2	2	6	4	4	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Methylocystis rosea	115	136	16	31	69	76	101	111	158	127	26	23	82	70	59	54	39	38	39	34	77	86	131	117	114	96	325	355	270	253	80	74	62	69	30	32	41	29	56	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	151	166	163	102	124	123	128	85	94	58	57	52	42	53	82	39	34	32	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salinisphaera sp. LB1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	3	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ralstonia insidiosa	3	5	0	0	5	4	3	2	4	4	3	7	5	5	2	2	5	3	1	5	1	7	0	4	0	5	9	16	5	8	3	6	1	3	5	2	0	1	1	1	3	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	9	9	12	4	6	4	8	4	3	4	2	10	3	3	5	3	8	2	5	3	0	0	1	1	1	0	0	0	0	0	1	1	0	3	0	1
Rhodoferax ferrireducens	1	4	0	1	4	7	0	3	1	3	5	3	19	10	4	11	2	2	18	7	3	1	5	5	0	2	11	4	8	9	8	13	13	9	4	3	0	4	7	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	3	7	11	4	7	2	4	0	4	10	13	1	3	11	10	7	9	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus cytotoxicus	2	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	1	1	0	0	1	2	0	0	1	0	1	1	1	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
Trichoderma reesei	3	7	1	0	6	2	5	1	7	8	2	5	15	10	5	6	5	3	7	4	2	5	4	9	10	4	17	12	8	19	5	3	8	7	4	3	5	2	5	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	10	14	8	12	6	13	9	11	6	2	6	9	7	7	7	9	4	6	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mitosporidium daphniae	6	6	0	1	23	15	7	3	6	5	5	11	4	10	5	5	10	9	13	14	6	7	3	5	3	2	9	12	8	20	8	8	7	14	7	5	5	10	6	14	5	5	7	3	0	0	1	7	3	4	2	3	21	9	10	8	4	2	6	7	6	13	0	7	10	3	6	3	10	6	8	14	6	7	4	3	16	16	5	8	14	10	2	4	9	5	2	3	11	13	2	5	10	10	1	1	22	16	7	8	4	4
Janthinobacterium sp. B9-8	1	3	0	0	4	0	0	1	1	0	0	0	1	0	0	0	1	0	0	1	0	1	1	0	0	0	6	4	1	4	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	0	0	0	2	1	2	1	2	2	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus cereus	302	281	81	96	397	370	242	239	357	341	588	462	576	612	429	400	519	529	377	391	605	624	287	262	241	223	548	574	3834	3536	546	605	717	605	222	248	235	232	509	520	20	10	8	9	15	9	68	35	267	91	0	16	1193	1473	1324	1355	248	314	398	468	1605	913	9	103	947	908	978	1141	408	430	349	340	349	348	271	236	588	606	328	428	556	650	356	472	245	246	28	329	495	379	413	747	2169	1689	154	176	94	83	20	11	421	1216
Rhodocaloribacter litoris	7	5	1	0	4	4	5	1	6	5	5	3	9	3	3	3	0	0	4	5	2	1	4	4	5	5	17	18	15	16	12	18	0	0	6	9	4	4	0	0	0	0	2	0	0	0	0	0	1	0	1	0	2	2	1	1	0	2	1	1	0	0	0	0	0	1	6	8	16	22	5	6	11	9	1	3	4	3	9	15	9	3	5	2	8	7	0	0	0	4	1	0	1	4	0	0	5	3	2	0	0	0
Escherichia albertii	3	3	0	0	4	13	0	0	5	0	8	8	13	4	141	98	55	39	26	31	4	8	1	0	0	0	7	5	6	15	29	47	60	61	6	6	7	30	8	6	0	0	2	0	11	13	22	39	0	0	0	0	593	293	188	112	4	0	17	12	40	5	0	0	60	64	3	3	0	7	3	0	0	0	0	0	28	28	5	33	7	15	12	13	5	11	16	5	708	583	0	0	99	89	0	0	109	196	3	5	300	0
Streptomyces sp. BJ20	6	1	0	0	4	4	8	3	1	2	2	1	3	4	4	1	6	5	1	2	2	4	4	4	0	0	10	9	8	7	3	4	4	2	1	2	3	3	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	9	7	3	4	3	7	2	2	1	12	2	2	5	8	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vibrio kanaloae	1	0	1	0	0	1	0	0	0	0	0	1	2	1	0	0	2	0	1	1	0	0	0	1	0	1	2	1	3	0	1	2	1	1	2	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	0	0	1	1	2	0	0	1	1	1	4	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Comamonas sp. Y33R10-2	5	3	0	1	2	2	0	3	2	3	7	7	9	12	3	7	20	13	11	12	6	0	4	4	1	6	5	10	8	4	6	13	3	22	6	0	1	8	1	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	3	6	1	1	3	5	1	2	11	19	5	3	5	5	6	7	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paeniglutamicibacter sp. Y32M11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus sp. zg-86	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	10	4	1	0	2	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	12	15	15	3	5	10	17	6	8	11	24	22	16	0	3	0	1	0	0	0	0	5	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0
Methanococcus maripaludis	1	0	0	0	1	1	0	0	0	7	5	0	11	29	0	17	0	0	7	8	0	0	2	0	5	8	8	0	10	9	16	26	0	0	8	0	18	32	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	6	1	1	6	4	0	5	0	0	5	32	8	60	27	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sanguibacter keddieii	1	2	0	0	0	0	0	0	0	1	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	1	0	2	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
